taxon_oid	Domain	Status	Genome Name	Taxon Object ID	NCBI Taxon ID	RefSeq Project ID	GenBank Project ID	Phylum	Class	Order	Family	Genus	Species	Strain	Sequencing Center	Funding Agency	Add Date	Is Public	Release Date	IMG Release	IMG Product Assignment	IMG Submission ID	Proposal GOLD ID	Proposal Name	Biotic Relationships	Body Site	Body Subsite	Cell Arrangement	Cell Shape	Diseases	Energy Source	Ecosystem	Ecosystem Category	Ecosystem Type	Ecosystem Subtype	Isolation	Specific Ecosystem	Gram Staining	Host Name	Host Gender	Motility	Metabolism	Oxygen Requirement	Phenotype	Relevance	Salinity	Sporulation	Temperature Range	IMG Sample ID	IMG Project ID	Contact Name	Contact Email	Funding Program	Scaffold Count	CRISPR Count	GC Count	GC %	Coding Base Count	Genome Size	Gene Count	CDS Count	CDS %	RNA Count	rRNA Count	5S rRNA Count	16S rRNA Count	18S rRNA Count	23S rRNA Count	28S rRNA Count	tRNA Count	Other RNA Count	Fused Count	Fused %	Fusion Component Count	Fusion component %	Pseudo Genes Count	Pseudo Genes %	Unchar Count	Unchar %	Obsolete Count	Obsolete %	Revised Count	Revised %	w/ Func Pred Count	w/ Func Pred %	w/o Func Pred Sim Count	w/o Func Pred Sim %	w/o Func Pred No Sim Count	w/o Func Pred No Sim %	Signal Peptide Count	Signal Peptide %	Transmembrane Count	Transmembrane %	Orthologs Count	Orthologs %`	Paralogs Count	Paralogs %	Ortholog Group Count	Paralog Group Count	SwissProt Count	SwissProt %	Not SwissProt Count	Not SwissProt %	SEED Count	SEED %	Not SEED Count	Not SEED %	COG Count	COG %	KOG Count	KOG %	Pfam Count	Pfam %	TIGRfam Count	TIGRfam %	COG Cluster Count	KOG Cluster Count	Pfam Cluster Count	TIGRfam Cluster Count	InterPro Count	InterPro %	Enzyme Count	Enzyme %	TC Count	TC %	KEGG Count	KEGG %	Not KEGG Count	Not KEGG %	KO Count	KO %	Not KO Count	Not KO %	MetaCyc Count	MetaCyc %	Not MetaCyc Count	Not MetaCyc %	IMG Term Count	IMG Term %	IMG Pathwawy Count	IMG Pathway %	IMG Parts List Count	IMG Parts List %	Chromosomal Cassette Gene Count	Chromosomal Cassette Gene %	Chromosomal Cassette Count
643886206	Bacteria	Draft	Clostridium methylpentosum R2, DSM 5476	643886206	537013	55281	30029	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	methylpentosum	DSM 5476	Washington Univ		2009-06-09	Yes	2009-08-01	IMG/W 2.9			Gi02682	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	Pairs,  Singles	Rod-shaped	None	Chemoorganotroph	Host-associated	_	_	_	Human feces	_	Gram+	Homo sapiens	_	Motile	_	Obligate anaerobe	_	Human Gut Microbiome Initiative (HGMI),  Human Microbiome Project (HMP),  Medical	_	Sporulating	Mesophile	_	13261	Gordon J	jgordon@wustl.edu	NIH-HMP NHGRI	146	3	1765027	0.52	2972610	3406326	3961	3907	98.64	54	4	2	1		1		50		193	4.87									8		2010	50.74	1116	28.17	781	19.72	731	18.45	869	21.94	2517	63.54	517	13.05	2412	186			3907	98.64			3907	98.64	1781	44.96	782	19.74	2027	51.17	841	21.23	1127	488	1276	746	2229	56.27	595	15.02			620	15.65	3287	82.98	1151	29.06	2756	69.58	576	14.54	3331	84.09	539	13.61	199	5.02	218	5.5	3953	99.8	421
642979369	Bacteria	Draft	Clostridium nexile DSM 1787	642979369	500632	55077	28659	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	nexile	DSM 1787	Washington Univ		2009-02-11	Yes	2009-04-01	IMG/W 2.8			Gi02683	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	Pairs,  Singles	Rod-shaped	None	Chemoorganotroph	Host-associated	_	_	_	Human feces from healthy individual	_	Gram+	Homo sapiens	_	Motile	_	Anaerobe	_	Human Gut Microbiome Initiative (HGMI),  Human Microbiome Project (HMP),  Medical	_	Sporulating	Mesophile	_	13262	Gordon J	jgordon@wustl.edu	NIH-HMP NHGRI	316	4	1547976	0.4	3519441	3861016	4297	4239	98.65	58	3	1	1		1		55		256	5.96									15		2483	57.78	1590	37	166	3.86	642	14.94	1038	24.16	3697	86.04	1206	28.07	3507	440			4239	98.65	12	0.28	4227	98.37	2303	53.6	959	22.32	2629	61.18	974	22.67	1234	513	1376	786	2885	67.14	739	17.2			818	19.04	3421	79.61	1521	35.4	2718	63.25	723	16.83	3516	81.82	579	13.47	181	4.21	229	5.33	4282	99.65	405
639633021	Bacteria	Finished	Clostridium novyi NT	639633021	386415	58643	16820	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	novyi	NT	Howard Hughes Medical Institute, Johns Hopkins Kimmel Comprehensive Cancer Center		2007-01-28	Yes	2007-03-01	IMG/W 2.1			Gc00464	Clostridium novyi NT	Free living	_	_	Pairs,  Singles	Rod-shaped	None	Chemoorganotroph	_	_	_	_	_	_	Gram+	_	_	Motile	_	Anaerobe	Non-Pathogen	Anti-tumor agent,  Medical	_	Sporulating	Mesophile	_	10221	Zhou S	sbzhou@jhmi.edu	_	1	3	735162	0.29	2266938	2547720	2485	2325	93.56	160	29	9	10		10		81	50	213	8.57	1214	48.85									1782	71.71	522	21.01	21	0.85	391	15.73	622	25.03	2223	89.46	338	13.6	2188	128	307	12.35	2018	81.21	2059	82.86	266	10.7	1762	70.91	785	31.59	1881	75.69	946	38.07	1268	479	1401	884	1989	80.04	652	26.24			744	29.94	1581	63.62	1292	51.99	1033	41.57	632	25.43	1693	68.13	657	26.44	239	9.62	239	9.62	2485	100	161
645058763	Bacteria	Draft	Clostridium papyrosolvens DSM 2782	645058763	588581	55815	33587	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	papyrosolvens	DSM 2782	DOE Joint Genome Institute		2009-10-13	Yes	2009-12-01	IMG/W 3.0			Gi02584	DOEM_782007	Free living	_	_	Pairs,  Singles	Rod-shaped	_	Chemoorganotroph	_	_	_	_	estuarine sediment, River Don, Aberdeenshire, Scotland	_	Gram-	_	_	Motile	_	Anaerobe	_	_	_	Sporulating	Mesophile	_	13163	Hemme, Christopher L.	hemmecl@ou.edu	DOEM 2007	121	1	1802350	0.37	4372174	4874336	4479	4423	98.75	56	2		1		1		54		379	8.46									1		3062	68.36	1282	28.62	79	1.76	930	20.76	1253	27.97	3937	87.9	687	15.34	3759	267			4423	98.75	14	0.31	4409	98.44	2925	65.3	1268	28.31	3244	72.43	1149	25.65	1495	594	1654	957	3530	78.81	961	21.46			1116	24.92	3307	73.83	1998	44.61	2425	54.14	933	20.83	3490	77.92	727	16.23	243	5.43	274	6.12	4478	99.98	415
637000079	Bacteria	Finished	Clostridium perfringens 13	637000079	195102	57681	79	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	perfringens	str. 13	Kitasato Univ, Kyushu Univ, Univ of Tsukuba	JSPS	2006-10-02	Yes	2006-12-01	IMG/W 2.0			Gc00076	Clostridium perfringens 13	Free living	_	_	Pairs,  Singles	Rod-shaped	Enteritis necroticans,  Food poisoning,  Gas gangrene,  Necrotizing enterocolitis	Chemoorganotroph	Host-associated	_	_	_	Soil isolate	_	Gram+	Homo sapiens	_	Motile	_	Anaerobe	Pathogen	Animal Pathogen,  Biothreat,  Human Pathogen,  Medical,  Poultry Pathogen,  Swine Pathogen	_	Sporulating	Mesophile	_	10610	Shimizu T	tshimizu@md.tsubuka.ac.jp	_	2		879807	0.29	2635231	3085740	2905	2723	93.73	182	30	10	10		10		96	56	247	8.5	1549	53.32									1521	52.36	1193	41.07	9	0.31	533	18.35	806	27.75	2660	91.57	401	13.8	2645	171	465	16.01	2258	77.73	2722	93.7	1	0.03	2022	69.6	929	31.98	2183	75.15	997	34.32	1343	540	1475	890	2318	79.79	772	26.57			822	28.3	1901	65.44	1492	51.36	1231	42.38	745	25.65	1978	68.09	788	27.13	281	9.67	281	9.67	2905	100	346
637000077	Bacteria	Finished	Clostridium perfringens ATCC 13124	637000077	195103	57901	304	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	perfringens	ATCC 13124	J. Craig Venter Institute	NIAID	2006-10-02	Yes	2006-12-01	IMG/W 2.0			Gc00406	Clostridium perfringens ATCC 13124	Free living	_	_	Chains,  Pairs,  Singles	Rod-shaped	Dysenteria,  Enterocolitis,  Enterotoxemia,  Food poisoning,  Gas gangrene	Chemoorganotroph	Host-associated	_	_	_	ex bovine	_	Gram+	Homo sapiens	_	Motile	_	Obligate anaerobe	Pathogen	Animal Pathogen,  Biothreat,  Human Pathogen,  Medical,  Poultry Pathogen,  Swine Pathogen	_	Sporulating	Mesophile	_	10280	Paulsen I	ipaulsen@tigr.org	_	1		924219	0.28	2757563	3256683	3066	2895	94.42	171	24	8	8		8		93	54	254	8.28	1582	51.6	19	0.62							2022	65.95	860	28.05	13	0.42	564	18.4	535	17.45	2814	91.78	439	14.32	2810	186	358	11.68	2537	82.75	2572	83.89	323	10.53	2068	67.45	934	30.46	2256	73.58	1030	33.59	1353	544	1503	896	2406	78.47	781	25.47			822	26.81	2073	67.61	1506	49.12	1389	45.3	755	24.62	2140	69.8	772	25.18	273	8.9	290	9.46	3047	99.38	372
641736153	Bacteria	Draft	Clostridium perfringens CPE F4969	641736153	451756	54851	20031	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	perfringens	CPE str. F4969	J. Craig Venter Institute		2008-05-30	Yes	2008-08-01	IMG/W 2.6			Gi02135	Clostridium perfringens CPE F4969	Free living	_	_	Pairs,  Singles	Rod-shaped	Dysenteria,  Enterocolitis,  Enterotoxemia,  Food poisoning,  Gas gangrene	Chemoorganotroph	Host-associated	_	_	_	_	_	Gram+	Homo sapiens	_	Motile	_	Anaerobe	Pathogen	Animal Pathogen,  Biothreat,  Human Pathogen,  Medical,  Poultry Pathogen,  Swine Pathogen	_	Sporulating	Mesophile	_	11894	Paulsen I	_	_	74		1002739	0.29	2868610	3510272	3116	2971	95.35	145	52	18	20		14		93	2	248	7.96							2				2200	70.6	754	24.2	17	0.55	563	18.07	859	27.57	2854	91.59	459	14.73	2851	194			2971	95.35	1139	36.55	1832	58.79	2043	65.56	919	29.49	2249	72.18	991	31.8	1331	526	1474	871	2406	77.21	774	24.84			800	25.67	2171	69.67	1472	47.24	1499	48.11	748	24.01	2223	71.34	711	22.82	257	8.25	253	8.12	3116	100	463
641736152	Bacteria	Draft	Clostridium perfringens NCTC 8239	641736152	451757	54853	20033	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	perfringens	NCTC 8239	J. Craig Venter Institute		2008-05-30	Yes	2008-08-01	IMG/W 2.6			Gi02138	Clostridium perfringens NCTC 8239	Free living	_	_	Pairs,  Singles	Rod-shaped	Dysenteria,  Enterocolitis,  Enterotoxemia,  Food poisoning,  Gas gangrene	Chemoorganotroph	Host-associated	_	_	_	boiled salt beef	_	Gram+	Homo sapiens	_	Motile	_	Anaerobe	Pathogen	Animal Pathogen,  Biothreat,  Human Pathogen,  Medical,  Poultry Pathogen,  Swine Pathogen	_	Sporulating	Mesophile	_	11897	Paulsen I	_	_	55	1	952588	0.29	2743511	3324319	2925	2784	95.18	141	52	10	20		22		89		248	8.48											2079	71.08	694	23.73	11	0.38	549	18.77	846	28.92	2706	92.51	392	13.4	2705	163			2784	95.18	979	33.47	1805	61.71	1993	68.14	900	30.77	2156	73.71	976	33.37	1324	524	1451	870	2293	78.39	754	25.78			785	26.84	1999	68.34	1438	49.16	1346	46.02	728	24.89	2056	70.29	699	23.9	250	8.55	260	8.89	2925	100	425
642555126	Bacteria	Finished	Clostridium perfringens SM101	642555126	289380	58117	12521	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	perfringens	SM101	J. Craig Venter Institute		2008-09-20	Yes	2008-12-01	IMG/W 2.7			Gc00405	Clostridium perfringens SM101	Free living	_	_	Chains,  Pairs,  Singles	Rod-shaped	Dysenteria,  Enterocolitis,  Enterotoxemia,  Food poisoning,  Gas gangrene	Chemoorganotroph	Host-associated	_	_	_	_	_	Gram+	Homo sapiens	_	Motile	_	Anaerobe	Pathogen	Animal Pathogen,  Biothreat,  Human Pathogen,  Medical,  Poultry Pathogen,  Swine Pathogen	_	Sporulating	Mesophile	_	10281	Paulsen I	ipaulsen@tigr.org	_	3	1	824945	0.28	2433011	2921996	2748	2578	93.81	170	30	10	10		10		94	46	220	8.01	1273	46.32									1868	67.98	703	25.58	7	0.25	465	16.92	374	13.61	2517	91.59	439	15.98	2466	163	339	12.34	2239	81.48	2289	83.3	289	10.52	1913	69.61	845	30.75	2068	75.25	950	34.57	1275	509	1417	847	2187	79.59	706	25.69			739	26.89	1839	66.92	1414	51.46	1164	42.36	678	24.67	1900	69.14	728	26.49	245	8.92	287	10.44	2748	100	379
641736146	Bacteria	Draft	Clostridium perfringens type B - ATCC 3626	641736146	451754	54847	20027	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	perfringens	B str. ATCC 3626	J. Craig Venter Institute		2008-05-30	Yes	2008-08-01	IMG/W 2.6			Gi02133	Clostridium perfringens type B - ATCC 3626	Free living	_	_	Pairs,  Singles	Rod-shaped	Dysenteria,  Enterocolitis,  Enterotoxemia,  Food poisoning,  Gas gangrene	Chemoorganotroph	Host-associated	_	_	_	Intestinal contents of a lamb	_	Gram+	Lamb, Homo sapiens	_	Motile	_	Anaerobe	Pathogen	Animal Pathogen,  Biothreat,  Human Pathogen,  Medical,  Poultry Pathogen,  Swine Pathogen	_	Sporulating	Mesophile	_	11892	Paulsen I	_	_	98		1105009	0.28	3119953	3896305	3427	3301	96.32	126	52	11	20		21		74		266	7.76											2358	68.81	922	26.9	21	0.61	630	18.38	988	28.83	3172	92.56	650	18.97	3114	251			3301	96.32	1490	43.48	1811	52.85	2130	62.15	932	27.2	2366	69.04	1025	29.91	1341	535	1515	878	2535	73.97	789	23.02			813	23.72	2488	72.6	1523	44.44	1778	51.88	763	22.26	2538	74.06	714	20.83	247	7.21	262	7.65	3427	100	520
641736143	Bacteria	Draft	Clostridium perfringens type C - JGS1495	641736143	445334	54845	20025	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	perfringens	C str. JGS1495	J. Craig Venter Institute		2008-05-30	Yes	2008-08-01	IMG/W 2.6			Gi02134	Clostridium perfringens type C - JGS1495	Free living	_	_	Pairs,  Singles	Rod-shaped	Dysenteria,  Enterocolitis,  Enterotoxemia,  Food poisoning,  Gas gangrene	Chemoorganotroph	Host-associated	_	_	_	_	_	Gram+	Homo sapiens	_	Motile	_	Anaerobe	Pathogen	Animal Pathogen,  Biothreat,  Human Pathogen,  Medical,  Poultry Pathogen,  Swine Pathogen	_	Sporulating	Mesophile	_	11893	Paulsen I	_	_	84	1	1046403	0.29	2923720	3661329	3251	3104	95.48	147	54	12	20		22		93	3	251	7.72							3				2265	69.67	827	25.44	12	0.37	563	17.32	877	26.98	2975	91.51	623	19.16	2914	244			3104	95.48	837	25.75	2267	69.73	2084	64.1	903	27.78	2309	71.02	1000	30.76	1332	527	1499	865	2459	75.64	751	23.1			780	23.99	2324	71.49	1497	46.05	1607	49.43	725	22.3	2379	73.18	685	21.07	241	7.41	260	8	3251	100	513
641736249	Bacteria	Draft	Clostridium perfringens type D - JGS1721	641736249	488537	55051	28587	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	perfringens	D str. JGS1721	J. Craig Venter Institute		2008-05-30	Yes	2008-08-01	IMG/W 2.6			Gi02136	Clostridium perfringens type D - JGS1721	Free living	_	_	Pairs,  Singles	Rod-shaped	Dysenteria,  Enterocolitis,  Enterotoxemia,  Food poisoning,  Gas gangrene,  Gastroenteritis	Chemoorganotroph	Host-associated	_	_	_	_	_	Gram+	Homo sapiens	_	Motile	_	Anaerobe	Pathogen	Animal Pathogen,  Biothreat,  Human Pathogen,  Medical,  Poultry Pathogen,  Swine Pathogen	_	Sporulating	Mesophile	_	11895	Paulsen I	_	_	221	1	1143215	0.28	3073066	4045016	3485	3345	95.98	140	63	11	23		29		77		245	7.03									1		2282	65.48	1036	29.73	27	0.77	617	17.7	1000	28.69	3180	91.25	840	24.1	3028	278			3345	95.98	898	25.77	2447	70.22	2081	59.71	901	25.85	2321	66.6	986	28.29	1327	526	1473	846	2512	72.08	754	21.64			793	22.75	2552	73.23	1461	41.92	1884	54.06	729	20.92	2616	75.06	698	20.03	246	7.06	254	7.29	3484	99.97	569
641736145	Bacteria	Draft	Clostridium perfringens type E - JGS1987	641736145	451755	54849	20029	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	perfringens	E str. JGS1987	J. Craig Venter Institute		2008-05-30	Yes	2008-08-01	IMG/W 2.6			Gi02137	Clostridium perfringens type E - JGS1987	Free living	_	_	Pairs,  Singles	Rod-shaped	Dysenteria,  Enterocolitis,  Enterotoxemia,  Food poisoning,  Gas gangrene	Chemoorganotroph	Host-associated	_	_	_	_	_	Gram+	Homo sapiens	_	Motile	_	Anaerobe	Pathogen	Animal Pathogen,  Biothreat,  Human Pathogen,  Medical,  Poultry Pathogen,  Swine Pathogen	_	Sporulating	Mesophile	_	11896	Paulsen I	_	_	101	2	1158877	0.28	3264826	4127102	3727	3586	96.22	141	49	12	16		21		92	2	274	7.35							2				2382	63.91	1176	31.55	28	0.75	653	17.52	1052	28.23	3286	88.17	785	21.06	3230	299			3586	96.22	959	25.73	2627	70.49	2178	58.44	947	25.41	2433	65.28	1053	28.25	1351	532	1516	877	2631	70.59	796	21.36			821	22.03	2765	74.19	1520	40.78	2066	55.43	773	20.74	2813	75.48	709	19.02	250	6.71	254	6.82	3727	100	579
641228486	Bacteria	Finished	Clostridium phytofermentans ISDg	641228486	357809	58519	16184	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	phytofermentans	ISDg	DOE Joint Genome Institute		2008-02-07	Yes	2008-03-01	IMG/W 2.5			Gc00682	Clostridium phytofermentans ISDg ATCC 700394	Free living	_	_	Pairs,  Singles	Rod-shaped	None	Chemoorganotroph	_	_	_	_	Forest soil near the Quabbin Reservoir in Massachusetts	_	Gram+	_	_	Motile	Acetate producer,  Cellulose degrader,  Ethanol production	Anaerobe	_	Biotechnological,  Ecological,  Energy production,  Ethanol production,  Hydrogen production	_	Sporulating	Mesophile	_	10003	Leschine, Susan 	suel@microbio.umass.edu	DOEM 2004	1		1713553	0.35	4006583	4847594	3991	3902	97.77	89	25	8	8		8		61	3	323	8.09	1867	46.78	1	0.03							2481	62.16	1411	35.35	10	0.25	793	19.87	1120	28.06	3598	90.15	664	16.64	3554	246	257	6.44	3645	91.33	3902	97.77			2893	72.49	1186	29.72	3104	77.77	1058	26.51	1481	593	1590	889	3362	84.24	881	22.07			1046	26.21	2856	71.56	1947	48.78	1955	48.99	855	21.42	3047	76.35	1015	25.43	285	7.14	373	9.35	3990	99.97	739
641736198	Bacteria	Draft	Clostridium ramosum VPI 0427, DSM 1402	641736198	445974	54811	19663	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	unclassified	ramosum	DSM 1402	Washington Univ		2008-05-30	Yes	2008-08-01	IMG/W 2.6			Gi02294	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	Pairs,  Singles	Rod-shaped	Opportunistic infection	Chemoorganotroph	Host-associated	_	_	_	Human feces	_	Gram+	Homo sapiens	_	Motile	_	Anaerobe	Commensal,  Pathogen	Human Gut Microbiome Initiative (HGMI),  Human Microbiome Project (HMP),  Medical	_	Sporulating	Mesophile	_	11043	Gordon J	jgordon@wustl.edu	NIH-HMP NHGRI	16	1	1015289	0.31	2898966	3234795	3221	3169	98.39	52	11	4	3		4		41		319	9.9									1		2397	74.42	726	22.54	46	1.43	478	14.84	855	26.54	3008	93.39	588	18.26	2976	206			3169	98.39	2	0.06	3167	98.32	2324	72.15	968	30.05	2467	76.59	1010	31.36	1225	506	1336	769	2640	81.96	789	24.5			878	27.26	2291	71.13	1544	47.94	1625	50.45	771	23.94	2398	74.45	796	24.71	270	8.38	342	10.62	3220	99.97	236
648028018	Bacteria	Finished	Clostridium saccharolyticum WM1, DSM 2544	648028018	610130	51419	42097	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	saccharolyticum	WM1	DOE Joint Genome Institute		2010-10-29	Yes	2011-01-01	IMG/W 3.3			Gc01363	DOEM_782007	Free living	_	_	Pairs,  Singles	Rod-shaped	None	Chemoorganotroph	_	_	_	_	Sewage sludge in Canada	_	Gram+	_	_	Motile	Cellulose degrader,  Ethanol production	Anaerobe	_	Biofuels,  Biotechnological,  Ethanol production	_	Sporulating	Mesophile	_	13164	Hemme, Christopher L.	hemmecl@ou.edu	DOEM 2007	1	1	2098513	0.45	4082321	4662871	4388	4299	97.97	89	18	6	6		6		68	3	357	8.14	2001	45.6	145	3.3							3094	70.51	1077	24.54	128	2.92	1085	24.73	1085	24.73	3991	90.95	886	20.19	3941	341			4299	97.97	5	0.11	4294	97.86	3148	71.74	1205	27.46	3335	76	1162	26.48	1546	589	1640	953	3552	80.95	1004	22.88			1227	27.96	3072	70.01	2161	49.25	2138	48.72	973	22.17	3326	75.8	796	18.14	225	5.13	258	5.88	4243	96.7	397
641736197	Bacteria	Draft	Clostridium scindens ATCC 35704	641736197	411468	54533	18175	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	scindens	ATCC 35704	Washington Univ		2008-05-30	Yes	2008-08-01	IMG/W 2.6			Gi01716	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	Chains,  Pairs,  Singles	Rod-shaped	None	Chemoorganotroph	Host-associated	_	_	_	Human feces collected in NY	_	Gram+	Homo sapiens	_	Motile	_	Anaerobe	_	Comparative analysis,  Human Gut Microbiome Initiative (HGMI),  Human Microbiome Project (HMP),  Medical	_	Sporulating	Mesophile	_	10788	Gordon J	jgordon@wustl.edu	NIH-HMP NHGRI	68	3	1677938	0.46	3308233	3619905	4094	3995	97.58	99	36	8	10		18		63		292	7.13									11		2582	63.07	1220	29.8	193	4.71	637	15.56	885	21.62	3487	85.17	782	19.1	3374	288			3995	97.58	3	0.07	3992	97.51	2453	59.92	1051	25.67	2694	65.8	1068	26.09	1326	522	1429	871	2924	71.42	822	20.08			906	22.13	3089	75.45	1632	39.86	2363	57.72	805	19.66	3190	77.92	660	16.12	221	5.4	232	5.67	4083	99.73	204
643886005	Bacteria	Draft	Clostridium sp M62/1	643886005	411486	54557	18205	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp.	M62/1	Washington Univ		2009-06-09	Yes	2009-08-01	IMG/W 2.9			Gi01719	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	Pairs,  Singles	Rod-shaped	None	Chemoorganotroph	Host-associated	_	_	_	Human feces	_	Gram+	Homo sapiens	_	Motile	_	Anaerobe	Non-Pathogen	Human Gut Microbiome Initiative (HGMI),  Human Microbiome Project (HMP),  Medical	_	Sporulating	Mesophile	_	10794	Gordon J	jgordon@wustl.edu	NIH-HMP NHGRI	115	2	1896477	0.5	3438338	3781854	4324	4266	98.66	58	2		1		1		56		240	5.55									7		2497	57.75	1359	31.43	410	9.48	743	17.18	960	22.2	3406	78.77	675	15.61	3344	246			4266	98.66	3	0.07	4263	98.59	2318	53.61	939	21.72	2505	57.93	974	22.53	1306	524	1431	816	2830	65.45	740	17.11			796	18.41	3470	80.25	1491	34.48	2775	64.18	722	16.7	3544	81.96	568	13.14	190	4.39	211	4.88	4317	99.84	230
646206260	Bacteria	Draft	Clostridium sp. 7_2_43FAA	646206260	457396	55597	32457	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp.	7_2_43FAA	Broad Institute		2010-02-26	Yes	2010-04-01	IMG/W 3.1			Gi02692	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	Pairs,  Singles	Rod-shaped	_	Chemoorganotroph	Host-associated	_	_	_	Human feces	_	Gram+	Homo sapiens	_	Motile	_	Anaerobe	_	Human Microbiome Project (HMP),  Medical	_	Sporulating	Mesophile	_	13272	Broad Institute	hmpstrainsbroad@broad.mit.edu	NIH-NHGRI	29	1	1048528	0.28	3186824	3835902	3518	3455	98.21	63	6	4	1		1		57		400	11.37											2279	64.78	1171	33.29	5	0.14	581	16.52	956	27.17	3188	90.62	664	18.87	3164	261			3455	98.21			3455	98.21	2509	71.32	1055	29.99	2680	76.18	1122	31.89	1424	562	1600	930	2898	82.38	843	23.96			1006	28.6	2449	69.61	1797	51.08	1658	47.13	815	23.17	2640	75.04	594	16.88	178	5.06	234	6.65	3518	100	531
651285002	Bacteria	Draft	Clostridium sp. D5	651285002	556261	63427	32459	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp.	D5	Broad Institute		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gi03631	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	Pairs,  Singles	Rod-shaped	_	Chemoorganotroph	Host-associated	_	_	_	Human feces	_	Gram+	Homo sapiens	_	Motile	_	Anaerobe	_	Human Microbiome Project (HMP),  Medical	_	Sporulating	Mesophile	_	14155	Broad Institute	hmpstrainsbroad@broad.mit.edu	NIH-NHGRI	47	4	2443979	0.45	4593364	5427315	4553	4498	98.79	55	3	1	1		1		52		63	1.38											3628	79.68	755	16.58	115	2.53	1124	24.69	1236	27.15	4267	93.72	562	12.34	4191				4498	98.79	1	0.02	4497	98.77	3681	80.85	1430	31.41	3725	81.81	1269	27.87	1541	592	1624	921	4145	91.04	1131	24.84			1326	29.12	3172	69.67	2256	49.55	2242	49.24	1113	24.45	3385	74.35	810	17.79	212	4.66	285	6.26			
649989921	Bacteria	Draft	Clostridium sp. HGF2	649989921	908340	61051	54027	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	sp.	HGF2	J. Craig Venter Institute		2011-03-26	Yes	2011-07-01	IMG/W 3.4			Gi05710	Human Microbiome Project (HMP) Reference Genomes	_	Gastrointestinal tract	_	_	_	None	Chemoorganotroph	Host-associated	_	_	_	_	_	Gram+	Homo sapiens	_	_	_	Anaerobe	Commensal	Human Microbiome Project (HMP),  Medical	_	Sporulating	Mesophile	_	554	JCVI	hmpstrains@jcvi.org	NIH-HMP Jumpstart Supplement	60	4	1800757	0.44	3522208	4099852	4256	4201	98.71	55	3	1	1		1		48	4	303	7.12											2952	69.36	836	19.64	413	9.7	1021	23.99	1032	24.25	3480	81.77	139	3.27	3407	47			4201	98.71	2	0.05	4199	98.66	2934	68.94	1063	24.98	3010	70.72	1146	26.93	1374	544	1432	812	3489	81.98	978	22.98			1123	26.39	3078	72.32	1857	43.63	2344	55.08	961	22.58	3240	76.13	552	12.97	185	4.35	202	4.75	4256	100	542
